book,chapter,verse,text
2 Maccabees,3,26,"Now, Yoḥanan testified concerning {vWHY in this manner. “These are the things written in the Qodesh Books about He who will come. ‘Then shall HWHY raise up a new Kohĕn ha’Gadol like no other before Him, and He will reveal Elohim in a new light to the understanding of men. He will set the feet of men on the path of rightful judgment.”"
2 Maccabees,3,27,"“He shall shine forth as the sun over the Earth, removing all darkness from it, and will arm men with the sword which brings everlasting shalom. His star will shine above like that of a sovereign, its light kindling the lamp of knowledge, enlightening men as the sun lightens the day.”"
2 Maccabees,3,28,"“He will proclaim the reign wherein the sword will be drawn against the wrongdoers, and the injustices of the poor will be redressed. There shall arise the Mashiaḥ from among you who will deliver you from your enemies.’ ”"
2 Maccabees,3,29,"Yoḥanan also said, “Already the ax is laid at the root of the vines; for was it not naḇu that every tree bearing sour fruit will be hewn down and burned? Therefore, do not be fuel for the fire, but produce the good fruits of repentance wherein lie the seeds of your deliverance. The day is not far distant when each shall be called to an accounting, some enjoying the fruits of their labor and rising into glory, while others go down into darkness and shame.”"
2 Maccabees,3,30,"There was a time when many Hĕyḵal worshippers came to gain rebirth through the cleansing waters, and Yoḥanan said to some self-righteous ones among them, “Children of the viper’s brood, what has caused you to seek escape from the fate in store for you? Produce deeds consistent with repentance and console yourselves no longer by saying, ‘We are of the seed of Aḇraham.’ I say, being of the seed of Aḇraham serves you no better than being one of those stones.”"
2 Maccabees,3,31,"When the people said, “Tell us what we should do,” Yoḥanan replied, “No man wears two coats, so let the BOOK OF YOḤANAN 1576 man who has two share with the man who has none. Whoever has a store of food beyond his needs, let him do likewise.”"
2 Maccabees,3,32,"A tax gatherer asked him, “What shall I do?” Yoḥanan answered, “Exact nothing above the amount fixed for collection, and never exploit the defenseless and unlearned.”"
2 Maccabees,3,33,"Some soldiers asked him what they should do. Yoḥanan said, “Never be unnecessarily cruel or threaten to bring false charges, and make sure you always live within your earnings as soldiers.”"
2 Maccabees,3,34,"Then a captain said, “What shall I do, who must enforce commands?” Yoḥanan replied, “Make sure the commands are just, and do not extend beyond the need of the circumstances.”"
2 Maccabees,3,35,"A man of kehunnah said to Yoḥanan, “Why do you not offer incense and sacrifice?” Yoḥanan answered, “Such things are not fitting for The Most High Elohim, who is already full with all things and lacks nothing. Therefore, honor Him by giving thanks for His benefits, and let your only sacrifice be dedication to His service.”"
2 Maccabees,3,36,"A kohĕn among the crowd said to Yoḥanan, “Do you say the Elohim of our fathers is not a great Elohim?” Yoḥanan replied, “You know His requirements and whether these be worthy of a great or small Elohim.”"
2 Maccabees,3,37,"Then some cried out, “Pity him, for he is only a waif of the wilderness, having neither father nor mother.”"
2 Maccabees,3,38,"Yoḥanan answered, “Have I not said, ‘Pity me not, for the wilderness was a goodly father, making me strong and hardy’? Can I not outrun the gazelle and lift a great stone? No sickness eats my body, and I can bite through a halter line.”"
2 Maccabees,3,39,"“What of these people fattened at the tables of their fathers, like geese prepared for the banquet? They say, ‘We are the light of the land,’ but I tell you, they are an unprofitable burden. They say, ‘Give us white water to quench the fire in our stomachs,’ when every day they kindle the fire anew through their mouths. For BOOK OF JOHN 1577 things that pass pleasantly through the mouth often stir up strife in the belly.”"
2 Maccabees,3,40,"Yoḥanan was the beacon of the Light, the herald of the Deliverer, coming to purge the world of wrongdoing by enlightening men, showing what was right and what was wrong. For though men had the light of the Torah, many saw it only dimly or with distortion, while many interpreted the Torah to make it accord with their convenience. The true Deliverer was one who would deliver men from themselves, exposing their weaknesses, failings and hypocrisies only that they might benefit, the purpose and intent being wholly good."
2 Maccabees,3,41,"Glory to the Supreme Elohim reigning in the shamayim above all. May shalom and plenty fill the Earth and goodwill extend to all creation. May suffering, turmoil and disaster quickly serve their purpose through the cooperation and understanding of man, so they may pass away as things no longer necessary for his upbringing."
2 Maccabees,3,42,Baruḵ be those who preserve these words and may those who alter them suffer for what they do.
2 Maccabees,3,43,"The world is glorified through men whose lives are governed by dedication and duty, who completely devote themselves to carrying out the purpose ordained by HWHY, using earthly conditions to this end. The desires and longings of the heart - the hopes and aspirations of men - will never go unfulfilled or be ignored by Elohim while men are willing to rise to greatness through selfless sacrifices and devotion to duty. The highest duty to which anyone can be called is service and suffering in the cause of HWHY. BOOK OF NATSARIM 1578 BOOK OF KAILEDY ידליאק רפס   YdLYAq Rps"
2 Maccabees,4,1,"The birth of {vWHY the Nazirite, who became our Aḏonai and Interpreter of Elohim and the Torah, a worthy vessel for the greatest manifestation of the power of the Ruaḥ Ha’Qodesh seen on Earth, occurred in this manner: 2 About the time Yoḥanan the Forerunner commenced teaching the Way of the Wilderness beside Yardĕn, in the year before Hĕrodĕs died, when Augustus Kaisar ruled the Roman world, a Babe was born. The father was Yosĕph, son of Heli, a carpenter of Galil, and the mother Miryam, his wife, who had been a virgin pledged to HWHY and the Hĕyḵal by her father Shim’on, son of Yoachim, son of Nathan, son of El’azar. 3 A decree had gone out that all who claimed kinship within the House of Dawiḏ should be gathered for enrollment at the City of Dawiḏ, called Bĕyth Leḥem in Galil. Therefore Yosĕph, being rightfully born into the stock of Dawiḏ, took the scroll of his parentage and went to Bĕyth Leḥem so his kinship could be established. 4 Now Miryam, being then heavy with Child, longed in her heart to be among her kinsmen, and she prevailed upon Yosĕph to take her, for Bĕyth Leḥem was only a day’s journey from them. The two, with a servant, came to Bĕyth Leḥem at eventide, but because so many had gathered, the inns were filled. Then as Miryam’s time was close upon her after the journey, a man took pity on her and provided a cave used as a stable. There the travelers found shelter and rest. 5 That night, Miryam’s labors came upon her, and she suffered the pangs of childbirth and cried out in pain. Nearby, some shepherds were tending sheep, for in the midst of so many strangers these needed BOOK OF KAILEDY 1579 protection, and, hearing her cry, went to help. They provided a shepherd’s basket which was filled with straw and placed it in the manger, and the newborn Babe was wrapped in the clothes brought for Him. 6 After eight days had elapsed, the Child was named Yeshua meaning “One Who Delivers,” for a messenger of HWHY had appeared to Yosĕph in a dream, saying, “That which lies within Miryam, your wife, is filled with the power of the Ruaḥ Ha’Qodesh and will respond to the hopes of men.” 7 Later, men called Him {vWHY; and because He fulfilled their hopes and was anointed with the power of the Ruaḥ Ha’Qodesh, He became acknowledged as ha’Mashiaḥ. 8 [Now, the stable was against a hill, behind an inn where sages from the East were staying - men of Sastera, wise in the Books of the Shamayim, and of Nimroḏ, who carried the stake of fire. So, Yosĕph sent for them, requesting they come and foretell the Child’s future, for such was the custom.] 9 One of the sages said, “It is strange indeed, for this Child is born under no usual star, but under one that is a star in appearance only and not in nature, having a power not in other stars. He is destined for greatness and will motivate events touching the lives of all men.”"
